"_id",comment_desc,comment_num,comment_user,hotel_address,hotel_id,hotel_name,hotel_place
5ca5ba840dbcab3c68172684,🦋[房间设施]非常喜欢落地窗边上的沙发，躺在上面晒太阳看书真额色一，陆家嘴和黄浦江的美景一览无余。🦋值得推荐的是在灯光处理上非常有特色，房间沙发，浴室玻璃，地毯明亮的色彩，搭配不同氛围的灯光，真的别有情趣，而且🛁的玻璃是可以调节透光和不透光的。🦋[性价比]相比曼谷W酒店，我更加喜欢我们魔都的W，无论是环境，房间，还是服务，还是菜品，都是非常有性价比的。🦋[早餐]自助早餐在标帜餐厅享用，非常丰盛，餐厅我另有介绍，这里就不过多赘述了🦋下午茶个人觉得下午茶不太好吃，就用来拍照而已，一个双人套餐五百多略贵，但是生意火爆，周末提前预定🦋[游泳池]超级无敌嗲的泳池，分室内和室外的，室外泳池的Logo已经换掉啦，有幸在换之前拍照留念，室内泳池还有热水桑拿，满足我这个爱泡澡的需求室外泳池的纱帐睡床也很不错，就是有点晒，拍拍照片还是很不错滴。🦋[位置交通]住店停车🆓，交通挺方便的。收起评论,2350,爱旅行的小仙女,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172685,🏨🏨🏨🏨🏨❤酒店地理位置：W酒店毗邻黄浦江畔，客人可以在江边散步，欣赏浦东天际线和东方明珠塔的壮美景致。上海外滩W酒店距离外滩和外白渡桥有10分钟步行路程，距离城隍庙、人民广场和南京西路等旅游景点有5分钟车程，距离新天地有10分钟车程，距离虹桥国际机场有35分钟车程，距离浦东国际机场有45分钟车程。❤酒店房间以及设施：酒店门口有个大大的W，酒店大堂的灯光秀很有特色。酒店的Lobby不在一楼，需要从到达大厅坐电梯到。酒店大堂的电梯和客房客梯是分开的。通往客房的客梯，酒店还专门安排了一个服务员替客人按电梯钮或者帮忙提一下行李。客房位于22楼，W的走廊当然不是瑞吉那样的奢华风，比较有设计感。💖预定的奇幻套房客厅大量采用红色元素，非常时尚靓丽，面积很大，很适合开party。客厅虽然不是落地窗的设计，但是这超大面积的飘窗也足够把外滩风景一览无余，外滩的夜景超美的。卧室的床超大的，很舒适。房间的灯可以调灯光效果的，非常有情调。卧室正对东方明珠，风景绝佳。欣赏了夜景，晨景也不能错过。早上躺在床上，只需按一下开关，窗帘在你眼前缓缓升起，陆家嘴晨景尽在眼前，也是一番无法言语的美景啊！卫浴面积那是相当可以的，双盆台、干湿分离一样不缺，高端酒店标配。卫生间的洗漱用品也都很高端，马桶是那种带冲PP功能的。卫生间是有地暖的！至少我的脚踩在地砖上一点冰凉的感觉都没有，暖暖的，应该就是有地暖吧。个人觉得这是一个很贴心的功能啊，不管踩不踩拖鞋至少房客的脚都不会着凉。❤酒店早餐：早餐品种很丰富，有很多种选择，口味也很不错。❤酒店服务：酒店提供24小时客房服务，预约订车，洗衣服务等，非常贴心。收起评论,2350,Emotiona、心未央,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172686,"#上海外滩W酒店#默默地溜过2只去极限运动的妹纸......W酒店盛名已久不过这个“盛名”毕竟尴尬......这里就不多说了有几个朋友打过卡我就从来没去过了露台有个超大的银白色W标志可以打卡拍照外围倒不是很起眼也没搞点喷泉哪异型建筑什么的想比之下东方文华酒店外景装饰比W好太多了文艺气息满满的等下次吃下它家酒店餐厅再来点评😋还有家宝格丽下午茶也还没时间去呢推荐指数⭐⭐⭐⭐收起评论",2350,有只耳朵,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172687,上海外滩W酒店无论是企业文化，还是酒店内的设计、食物、服务、香氛。上海外滩的W酒店真的很吸引我，所以专门去拔草了一下，正好赶上了一场只搞两天的圣诞泳池派对。有好多水晶球的小屋子，特别好玩！图四是W酒店一楼大堂，特别有趣的设计，大堂里还停了两台摩托。我看这里还有下午茶，如果想要来拍照凹造型的漂亮姑娘，可以买个下午茶，使劲拍照。那个W造型的落地雕塑，是很多网红拍照的背景。收起评论,2350,起啥名字好呢哎呦喂,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172688,拖的时间有点久，为吃这顿饭。事先三人还先去买了咖啡实地勘察了一下。用餐温度骤降大风，原本想选在露天就餐只能放弃。点的都是午市套餐，吐槽下，看上的基本都么有。能记得推荐的就是汉堡还可以。甜点里的塔类也不错。点的猪排，三个人搞笑的要问吃饭要“辣酱油”，可是这是西餐厅么有。这地方吃景色，吃好是有难度的。收起评论,2350,慢三拍阿姨,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172689,公司在这里开年会，昨天来今天走，两天全都给我留下了非常好的印象。【入住】入住在四楼，我们这种年会都要两百多个房间的，以前有些年会酒店等都要等半天才会有房间，可是这里还是安排的挺好的，我从进酒店到进房间大概十五分钟。【房间】很大很宽敞，色调很明快，让人在里面心情愉悦，吧台吃的东西很多（但价格不菲）还有胶囊咖啡机。最喜欢的就是靠窗可以看黄浦江的一排沙发，这两天可惜下雨窗户外面有点脏，不然坐在这里看看风景我可以一天都不出门。我们楼下就看见户外的泳池。各个楼层的公用洗手间装修风格都不一样。【用餐】昨晚的晚宴一开始大家都不期待，因为年会晚宴不可能好吃的。可是从冷菜开始我们就都很满意，菜的味道可口，热菜上菜速度稍慢但都保持是刚出锅的热度，并没有提前准备好，这点非常满意。包括今天的早餐品种特别丰富，服务也都很OK，而且四楼的早餐厅外面还有个室外可以观景的露台，夏天在外面吃早餐肯定特别舒适。总之这是我们这几年在上海所有高端酒店里面最满意的一家了，当然价格也是最贵的。收起评论,2350,小酒窝1107,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c6817268a,"#点评有礼#炫彩生活，从踏进w酒店开始之前总是听说w酒店和其它品牌的风格差别很大，入住前并没有太多感受，入住了外滩w，才能说有些心得。酒店的礼宾部在一层，前台，大堂吧，早餐餐厅，健身房，spa都在四层。冬天太冷了，传说中的露天网红泳池季节性关闭，还是比较遗憾的错过了。找代理帮忙预订的房型，到店升级了角房，面积比一般房型大，但是是不规则的形状，有一大片落地窗，即便不是对着江面，视野也很开阔。贴着落地窗是一大片沙发，上面摆放了杂志和靠垫，吸引着你走到窗前。房间的浴缸也在落地窗旁边，设计的很贴心，有个扶手可以搭浴巾。水也不会溅的地上都是。床品和床的硬度都是我喜欢的，腰部支撑还不错，这个季节被子的薄厚和房间的温度，也算得上舒适。沐浴产品都是柠檬味的，还有提供洁面产品，这个真心赞。免费矿泉水摆了好多瓶，两个人根本喝不完，桌子上的大白兔奶糖算得上是上海特产了，出门前装上两块，吃的时候还会想起w酒店，你说酒店做的多到位！缺点大概就是，这样一个酒店，居然没有开夜床服务，说是春节入住率高，忙不过来，我特意电话给operator叫人来弄，晚上回来发现，走的时候什么样，回来还是什么样。再好的设施和硬件也会有过时的一天，真正会让客人记住的永远是独到的无微不至的服务！收起评论",2350,紫色彩虹猫,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c6817268b,上海外滩W酒店是个崭新时尚酒店，邻近有地铁12号线，进入酒店我就闻到一种很好闻的香气让人很舒服，后问服务员介绍说是W酒店特制的香氛，观光电梯在2楼停了也就出来就看到几个金色大灯给人感觉是很富丽堂皇，里面几个大宴会厅是办婚宴，大型会议，活动最好选择处，酒店W层内有WOOBAR，有开放式厨房标志餐厅，外有露天池畔酒吧，可观外滩黄浦江景，有露天泳池，从W层还有一个可以走楼梯上去五楼的小花园，是年轻人拍照喝茶小聚的最佳选择圣地。收起评论,2350,有你就幸福,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c6817268c,颜值爆表的上海外滩W酒店地址：旅顺路66号（地铁12号线国际客运中心站）上海网红地标建筑，地处黄浦江与苏州河之间，观赏浦东美景最佳位置之一。有幸公司开年会，有可容纳几百人宴会厅，接地气。最有名W层—W标志其实是一个露台，拍照无论白天还是夜景都非常漂亮，露台旁边还有室外游泳池和餐厅，这里可以和闺蜜一起喝喝下午茶，也可以与哥们晚上喝喝酒，餐厅领略海派风情和现代都市融合。酒店的洗手池都这么特别，金碧辉煌，有很高级感，寻找一下感应器在哪里？酒店室内非常大，可以容纳上百人，公司开年会或者活动演出都没有问题酒店餐厅美食是本帮菜，招待客人体面好吃收起评论,2350,Amy.Wang,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c6817268d,被邀请来这边参加品牌发布会活动～【位置】跟着DP导航来这边，一到大门口就能看到一辆粉色保时捷911，是有限时间放在这边展览用还是一直在这里不知道哈，不过酒店门口放改装版的豪车，也能看出酒店的档次和定位～【环境】一进门会看到彩绘的W标志和一只戴着头盔的红色小猪🐷，从天而降的是浓浓港风的各种路牌霓虹灯，一楼那天还有其他品牌的快闪店，看起来满满设计感～很是养眼～电梯下楼的时候，能看到特别耀眼的设计～🌟三楼会议室面积超大，适合举办各种大型发布会活动，高端大气上档次～🌟以后再来住住这里的房间，体验下餐厅嘻嘻～🌟PS：洗手间的设计超级炸眼球，浓浓复古摩登风，超喜欢！💕收起评论,2350,乔哥吃垮全世界,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c6817268e,|魔都装逼打卡系列|之上海·外滩W酒店📍坐标：旅顺路66号（白玉兰广场旁）不得不说W的细节处理真的很不错房间里有“一双筷子，一个小笼包”的装饰摆设，很浓郁的中国风胶囊咖啡机是可以免费使用的洗漱用具很精致的摆放在洗手池半边的抽屉盒里客房服务也是很贴心因为天气原因，我们并没有去W层的泳池看了眼房间内的介绍册，有一页专门介绍了关于宠物的服务。其实可以带小宠物真的就已经是很贴心了…所以，就一句话“贵，有贵的道理”收起评论,2350,Aklmtt_D,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c6817268f,WHotel以时尚、音乐、设计与流行文化等创新风格，令人印象深刻，对追逐潮流与惊喜的你我，有着魔幻的吸引力！身为上海人，我能确定的告诉你，W带来的体验，简直把魔都的魅力发挥到淋漓极致。从进入酒店大堂的瞬间，五官都有全新的体验。香气弥漫着淡淡的朝气，远离烦嚣，让你回到松弛状态；有别于一般豪华型酒店，W善于用设计和颜色表达，强烈的色彩对比，鲜艳独特的霓虹灯，悬挂在升降机旁，一股劲儿冲击眼球；加上火辣辣的背景音乐，手脚都不经意的跟随着，简直就是为夜店预热￼[游泳池][早餐]传说中的W网红露天泳池，若你没到此一游，请别让人知道你来过上海￼必须配搭上豪华的套房自助早餐，坐在泳池旁边的露天位置，外滩美景一览无遗，这才是朝气勃勃的开始。下午品尝咖啡甜点，也是同样怡情PS：良心话，早餐食材新鲜，味道水准俱佳，咖啡特别推荐，我每天都会带一杯出门。（若喜欢中式早点，还是建议出外用餐）[房间景观]外滩景观奇幻套房，房间92平，开放式浴室，连接着kingsize大床，以三面镜子相间，浪漫又温馨；泡泡浴缸也能看到外滩夜景，红酒+泡泡浴+外滩夜景=完美房间设计富动感，床上还放了一颗特大号小笼包抱枕，一双特大号筷子抱枕，既调皮又不失时尚感！入住当天W很贴心，赠与香槟欢迎，不贵于价值，乃贵于心意。[房间设施]一室一厅以木质趟门相间，趟开室厅合一即可开趴。主卧正对上海外滩景观，躺在床上就能观景，早上醒来看日出，晚上睡前看美景，着实写意。[服务]酒廊、露天酒吧，情侣或朋友聚会各精彩。酒保也是训练有素，服务细致周到。酒店大堂商店，售卖W在世界各地专门搜罗的时尚商品，风格独特有个性，时尚达人必备。总结：Whotel，2019mustgo！收起评论,2350,品味Fun,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172690,最后一天假期，约了朋友买衣服，路过这家店，看着很豪华就想进去看看喝杯咖啡。Ｗ酒店坐落在外滩，店内不是用精致、高大上能形容的，他前卫，时尚，奢华，据说房间都是超豪华。因为没有预约，所以没能在时尚的区域喝咖啡，不过在酒吧区域也不错，能看到黄浦江全景，欣赏对岸东方明珠塔及其他建筑的壮丽风景。点了咖啡甜点，心思全不在吃喝上，时尚的装修风格及色彩斑斓的摆设很是养眼，基本上都是外国朋友，有驻唱。下次一定要预约咖啡厅。收起评论,2350,丶家住海边,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172691,一个下午茶吃了三个小时我简直以为我们吃了一个finedine回国第一顿就是来这里拔草网红门口很不起眼晚上W会发光好看一点下午茶不是正儿八经的桌子而是类似大堂咖啡吧的地方本以为有靠窗的没想到都是包间两个人598的价格也是不便宜就不一个个点评了因为真的不是很好吃但是来这里主要是拍照的谁在乎吃什么呢咖啡味道也很淡点心只记得那个装在碗里的鹅肝最顶上是山楂冻（我们猜了半天大概是这个味道非常迷蜜汁尴尬个人最喜欢装在杯子里的意式草莓冻总结一句甜的比咸的好吃总得而言就是大众网红店正常心去看吧服务也没有感受到特别的收起评论,2350,吃成一道闪电亮瞎这个世界,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172692,周年，放肆野，这是我最野的衣服了感觉就像进了丛林的舞会，DJ打碟太high难得被朋友们拉出去小蹦一会，心情极好天真无邪vs野表情谢谢小姐姐给我手上画了刀叉🍴和我像不像好了，洗洗睡了，大家晚安收起评论,2350,鱼菲,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172693,今年公司年会选择在w酒店三楼风尚厅举行，赠送了更衣室、软饮料、啤酒等等畅饮，一桌8000元费用，整体比较满意。设施方面，整体都比较新，唯一感觉就是灯光一般，我们自己租了灯光，但是还是不能和喜来登大conferenceroom的灯光比。服务比较好，包括入场前的立式吧台，后面上菜的节奏掌控等等，美中不足的是起菜后需要自己去后面吧台拿饮料或水，桌子上是没有的。菜色比我预期是好很多的，本来以为w酒店毕竟是网红酒店，菜色上噱头可能会大于口味，但整体来说还是蛮认真的。整个公司团队都非常期待，辛苦了一年，其实能来到w酒店对大部分伙伴来讲已经非常开心了，度过了非常有意义的一晚，希望明年来w酒店最大的厅收起评论,2350,马尔莎,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172694,如果他一定要红的话，那应该就是靠着商场的酒店，感觉是和白玉兰广场配套的。还是比较方便的。但是位置已经很偏了。夹缝中求生存啊。找了一个视野比较好的，看到了东方明珠的地方。实际上滨江线都看不到。……要么就在房间里面远眺。所以简直就是一个忽悠人的……哎呀，那些网红大，他们也不知道怎么拍的照片。所以这就是网红见光死。但我相信，它的时尚度还是有很多年轻人喜欢的一路上看过去全是年龄不超过30岁的小朋友们去入住嘛…这是有钱人家的小孩扎堆嘛收起评论,2350,QUEEN&KING'S2016best_371,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172695,外滩W酒店，一次难忘的奇幻之旅！一进酒店即可看到纵跨四层楼的悬挂灯饰，上海马路、建筑名，被做成名字吊牌悬挂在空中，彰显魔都的历史和奇幻。豌豆型的客房使用环形巨幅玻璃，窗外江景宛若一幅画卷，尽收眼底。一双筷子搭配一个小笼包抱枕的寝具非常可爱。这里提示一下：情境灯光是可以切换四种颜色的，个人最喜欢蓝色基调，简直美到炸裂。相比夜间的光怪陆离，清晨的Wet泳池和池畔餐馆，在冬日暖阳下绽放着温润的柔情，这种反差，或许正是W酒店的最大魅力之所在。PS酒店旁边就是白玉兰广场，吃了一顿点都德，不能更惬意收起评论,2350,Susan爱大海,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172696,上海外滩W酒位于沪上黄金地段的北外滩黄浦江畔，俯瞰宽阔瑰丽的黄浦江景与浦西的繁华都市景色。徒步即可到达外滩万国建筑群，驱车5-10分钟即可达到各大著名地标，如城隍庙、人民广场、南京路步行街、新天地、浦东陆家嘴等。[房间设施]酒店拥有374间舒适精美的客房（从奇妙客房到顶级惊喜套房），闲暇之时，向外眺望壮阔的黄浦江全景，赏景怡情，然后回到室内领略从旧上海时代元素中汲取灵感打造的现代装潢。可一边通过高速上网接入和最新客房内娱乐设施与外界保持连接，一边品味来自W迷你吧的美味饮品。夜色时分，躺入W特色睡床为身体补充能量，提供Bliss®六件套卫浴用品…⚠️划重点：提供W宠物床[wifi]通过喜达屋网站、手机网站和SPG俱乐部应用程序预订时，SPG俱乐部会员可享受免费上网。会员礼遇视会员等级而异。有线高速上网接入，无线高速上网接入[餐厅]WET®泳池酒吧提供口感纯正的鸡尾酒，并品尝融入现代风味的简餐及风味小吃。标帜餐厅极具纽约市小酒馆的现代风格，展现了上海欣欣向荣的贸易景象和传统。艳汁酒吧粤菜艳中餐厅创新改良、简单精致的粤式美食。WOOBAR酒吧开怀畅饮、品尝小吃[停车]Wheels(SM)停车服务[房间景观]外滩，黄浦江，陆家嘴天际线[位置交通]上海市虹口区旅顺路66号。距地铁12号线国际客运中心站约200米。[服务]提供擦鞋服务24小时安保服务100%无烟客房与设施行李员保险箱行李寄存快捷退房服务洗衣/代客洗衣服务儿童看护服务[游泳池]WET®泳池FIT健身馆AWAY®水疗中心私人教练按摩护理收起评论,2350,就是一次货,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
5ca5ba850dbcab3c68172697,📍外滩W酒店每个城市W都会融合当地特色，这个酒店就是以流光“异”彩为设计理念，上海精神与西方文化不期而遇，适合年轻人拍照打卡。下午茶比丽思卡尔顿的好吃太多啦，适合两个闺蜜哟！而且包饮料🍹茶水可以续杯总体摆盘都很好看，有甜有咸，款式搭配独特。有一个马卡龙打破传统，夹心是熏牛肉，口感是先咸后甜，很独特！收起评论,2350,pjm小猫咪,地址:旅顺路66 (近国际客运地铁站),76998662,上海外滩W酒店,北外滩，距离国际客运中心地铁站205m
